transaction_id,date,branch_id,branch_name,kota,provinsi,rating_cabang,customer_name,product_id,product_name,actual_price,discount_percentage,persentase_gross_laba,nett_sales,nett_profit,rating_transaksi
TRX7181223,2023-12-15,14798,Kimia Farma - Apotek,Deli Serdang,Sumatera Utara,4.4,Joseph Leonard,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.8
TRX7361021,2022-11-21,49403,Kimia Farma - Apotek,Kuningan,Jawa Barat,3.9,Dr. Angela Conley,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.7
TRX9165558,2021-02-14,73710,Kimia Farma - Apotek,Probolinggo,Jawa Timur,4,Tammy Anderson,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3
TRX1314619,2023-07-24,73925,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.6,Erik Gregory,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.5
TRX1316646,2021-04-23,49927,Kimia Farma - Apotek,Surabaya,Jawa Timur,4.1,Dorothy Weiss,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.7
TRX4581648,2023-07-23,33488,Kimia Farma - Apotek,Denpasar,Bali,4.8,Richard Hamilton,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.6
TRX9427538,2021-03-26,88832,Kimia Farma - Apotek,Jakarta,DKI Jakarta,4.2,Dennis Nunez,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.7
TRX6840498,2020-05-16,35860,Kimia Farma - Apotek,Bekasi,Jawa Barat,4.2,Phillip Daugherty,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.1
TRX5265994,2023-02-13,29460,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.5,Kyle Warren,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.7
TRX9843206,2021-03-04,14495,Kimia Farma - Apotek,Banjarmasin,Kalimantan Selatan,4.8,John Anderson,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,5
TRX4195848,2022-03-31,59220,Kimia Farma - Apotek,Purwokerto,Jawa Tengah,4.2,Katherine Kelley,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.3
TRX5286400,2022-11-18,47175,Kimia Farma - Apotek,Bekasi,Jawa Barat,4.9,Jessica Mack,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.5
TRX5921941,2020-05-14,14469,Kimia Farma - Apotek,Purwokerto,Jawa Tengah,5,Alexandria Mendez,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.9
TRX9244432,2021-02-09,99735,Kimia Farma - Apotek,Banda Aceh,Aceh,4.1,Chelsea Mendez,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.5
TRX7318050,2021-09-25,58132,Kimia Farma - Apotek,Padang Sidempuan,Sumatera Utara,4.5,Judy Jones,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3
TRX5514848,2021-09-28,20505,Kimia Farma - Apotek,Cilacap,Jawa Tengah,4.5,Elizabeth Campbell,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4
TRX1843550,2022-04-06,71367,Kimia Farma - Apotek,Dumai,Riau,4.2,Kelsey Ryan,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.1
TRX1363889,2021-10-27,33006,Kimia Farma - Apotek,Karawang,Jawa Barat,4.7,Mark Nunez,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.4
TRX3688255,2021-05-05,56380,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.1,Peter Vargas,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.6
TRX1599685,2021-04-09,71378,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.5,Mr. Joseph Lucero,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.6
TRX6763774,2023-03-18,77512,Kimia Farma - Apotek,Cirebon,Jawa Barat,4.5,Brian Brown,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.4
TRX9912572,2022-02-05,25572,Kimia Farma - Apotek,Bontang,Kalimantan Timur,3.9,Jose Luna,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.7
TRX9315702,2021-11-25,21583,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.9,Jody Petersen,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.7
TRX2404812,2020-06-12,26269,Kimia Farma - Apotek,Garut,Jawa Barat,4,Katrina Collins,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.3
TRX3767405,2022-01-11,42307,Kimia Farma - Apotek,Dumai,Riau,4.6,Suzanne Stevens,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.9
TRX1952347,2023-06-16,30282,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.4,Matthew Case,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.4
TRX5015096,2021-10-20,73969,Kimia Farma - Apotek,Deli Serdang,Sumatera Utara,4.1,Michael Herrera,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.4
TRX8640418,2022-06-06,29922,Kimia Farma - Apotek,Purwokerto,Jawa Tengah,3.9,Stephanie Jenkins,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.8
TRX6487170,2020-04-22,30291,Kimia Farma - Apotek,Manado,Sulawesi Utara,4.9,Cindy Rodgers,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.7
TRX2994397,2020-10-05,90726,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.8,Alexandra Maldonado,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.2
TRX2452922,2020-01-20,85280,Kimia Farma - Apotek,Banda Aceh,Aceh,4,Luis Wright,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4
TRX4593745,2021-02-27,98041,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,4.5,Deanna Smith,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.6
TRX2523140,2020-11-29,42922,Kimia Farma - Apotek,Palangkaraya,Kalimantan Tengah,4.1,Karen Nunez,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.6
TRX1834271,2023-01-02,29203,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.3,Joshua Horton,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.8
TRX2510768,2022-06-14,13831,Kimia Farma - Apotek,Tebing Tinggi,Sumatera Utara,4.1,Tiffany Acosta,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.2
TRX1487866,2021-11-17,48667,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.2,April Mendoza,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.5
TRX2836000,2020-10-20,63103,Kimia Farma - Apotek,Pematangsiantar,Sumatera Utara,5,Karen Thomas,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.4
TRX1811001,2022-08-31,50821,Kimia Farma - Apotek,Deli Serdang,Sumatera Utara,4.5,Kenneth Houston,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.2
TRX3968431,2020-11-07,45962,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.4,Mary Mills,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.1
TRX5791727,2022-01-14,12174,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,4.7,Andrea Marshall,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4
TRX3909772,2022-07-04,98818,Kimia Farma - Apotek,Manado,Sulawesi Utara,4.6,Tina Armstrong,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.8
TRX8850089,2021-05-23,40552,Kimia Farma - Apotek,Pematangsiantar,Sumatera Utara,4.6,Brandy Jones,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4
TRX8282029,2023-07-17,49927,Kimia Farma - Apotek,Surabaya,Jawa Timur,4.1,Elizabeth Garcia,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.3
TRX8363520,2022-05-19,26081,Kimia Farma - Apotek,Langsa,Aceh,4.2,Ashley Simpson,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.4
TRX4867357,2022-11-16,26081,Kimia Farma - Apotek,Langsa,Aceh,4.2,Daniel Smith,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.3
TRX3758291,2023-11-05,92115,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.5,Gerald Sanchez,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.9
TRX6924987,2022-09-02,71130,Kimia Farma - Apotek,Probolinggo,Jawa Timur,4,Marilyn Dunn,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4
TRX6070846,2023-03-28,43614,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.5,Madison Ross,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.9
TRX8719087,2022-09-23,36671,Kimia Farma - Apotek,Deli Serdang,Sumatera Utara,4.9,Donna Hunter,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.2
TRX6216925,2021-03-11,36953,Kimia Farma - Apotek,Cilacap,Jawa Tengah,5,Mary Delgado,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.1
TRX5155632,2021-11-09,36450,Kimia Farma - Apotek,Indramayu,Jawa Barat,4.5,Keith Shea,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.9
TRX4677055,2022-12-16,61789,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4,Mr. Nathan Mcfarland MD,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,5
TRX5314788,2022-04-08,80673,Kimia Farma - Apotek,Kendari,Sulawesi Tenggara,4.6,Amy Lopez,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.2
TRX2913304,2022-05-03,82636,Kimia Farma - Apotek,Palu,Sulawesi Tengah,4.7,Adrian Gates,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.1
TRX8752696,2023-12-27,34829,Kimia Farma - Apotek,Lubuklinggau,Sumatera Selatan,4.5,Jessica Smith,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.5
TRX6210600,2021-09-26,20102,Kimia Farma - Apotek,Pekanbaru,Riau,4.3,Alan Henson,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.5
TRX1607944,2021-01-25,31737,Kimia Farma - Apotek,Mataram,Nusa Tenggara Barat,4.2,Micheal Byrd,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.7
TRX4315012,2023-02-09,12027,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,4.8,Shelly Gomez,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,4.3
TRX2091591,2021-10-31,61194,Kimia Farma - Apotek,Jakarta,DKI Jakarta,4.2,Larry Oneal,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.12,0.1,2097.48,209.74800000000002,3.7
TRX1392091,2023-07-01,94518,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,4.6,Gary Petty,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.8
TRX9620282,2023-09-10,99735,Kimia Farma - Apotek,Banda Aceh,Aceh,4.1,Jeffery Kramer,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.3
TRX6089490,2023-01-25,82240,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.2,Rick Rowe,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.5
TRX8838924,2022-12-06,84213,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.2,Chris Floyd,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.4
TRX7936729,2022-01-11,18983,Kimia Farma - Apotek,Solok,Sumatera Barat,4.8,Gerald Phillips,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3
TRX7499427,2020-04-09,55386,Kimia Farma - Apotek,Cilacap,Jawa Tengah,4.3,Kristina Hardy,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.4
TRX7756217,2022-12-04,59559,Kimia Farma - Apotek,Yogyakarta,DI Yogyakarta,4.5,Kara Williams,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.3
TRX7217197,2023-03-23,73625,Kimia Farma - Apotek,Kotamobagu,Sulawesi Utara,4.9,Adam Duncan,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.8
TRX6687216,2020-04-14,48617,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.3,Michael Hernandez,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4
TRX4944316,2023-03-12,52020,Kimia Farma - Apotek,Banda Aceh,Aceh,4.4,Justin Freeman,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4
TRX2811304,2022-02-05,30333,Kimia Farma - Apotek,Bekasi,Jawa Barat,4.6,Caitlyn Raymond,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.1
TRX5571813,2023-07-26,16596,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,4.1,Jason Roberson,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,5
TRX2421183,2022-12-13,69060,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.4,Joyce Wright,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.7
TRX5904459,2023-09-27,76351,Kimia Farma - Apotek,Palu,Sulawesi Tengah,4.4,Bobby Hampton,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,5
TRX7147160,2021-11-19,33488,Kimia Farma - Apotek,Denpasar,Bali,4.8,Charles Sanchez,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.3
TRX6648260,2022-11-30,67859,Kimia Farma - Apotek,Karawang,Jawa Barat,4.5,Andrew Lambert,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.7
TRX6504794,2021-08-20,35572,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.6,Vincent Potter,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.8
TRX5262632,2023-05-26,82832,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.7,Jason Miller,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.9
TRX9510043,2023-11-26,96210,Kimia Farma - Apotek,Padang Sidempuan,Sumatera Utara,4.1,Michael Hester,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.6
TRX3948351,2023-09-27,99281,Kimia Farma - Apotek,Dumai,Riau,4.2,Ann Robinson,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.8
TRX9885687,2023-05-01,61804,Kimia Farma - Apotek,Padang Sidempuan,Sumatera Utara,4.4,Alex Hernandez,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.6
TRX3065273,2021-12-07,87583,Kimia Farma - Apotek,Surabaya,Jawa Timur,4.6,Melissa Paul,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.9
TRX4780522,2020-07-27,73969,Kimia Farma - Apotek,Deli Serdang,Sumatera Utara,4.1,Patrick Everett,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.6
TRX9200522,2022-09-17,40540,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.7,William Harvey,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.7
TRX1273498,2020-06-16,37995,Kimia Farma - Apotek,Probolinggo,Jawa Timur,4.4,Mark Huff,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.2
TRX4170193,2021-09-12,27998,Kimia Farma - Apotek,Padang Sidempuan,Sumatera Utara,4.3,Bruce Schneider,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4
TRX8238209,2023-08-06,55386,Kimia Farma - Apotek,Cilacap,Jawa Tengah,4.3,Meredith Waters,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.5
TRX6341571,2023-01-29,36721,Kimia Farma - Apotek,Garut,Jawa Barat,4.9,Jessica Jensen,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.9
TRX2438830,2020-06-06,41012,Kimia Farma - Apotek,Payakumbuh,Sumatera Barat,4.2,Mr. Richard Rodriguez,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.2
TRX2351616,2020-09-24,25624,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.3,Jay Rodriguez,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3
TRX1449755,2023-10-24,68034,Kimia Farma - Apotek,Ambon,Maluku,4.1,Emily Henderson,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.4
TRX3678197,2020-12-05,82636,Kimia Farma - Apotek,Palu,Sulawesi Tengah,4.7,Jimmy Brown,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.7
TRX7953431,2021-01-23,47178,Kimia Farma - Apotek,Magelang,Jawa Tengah,4.2,Gary Heath,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.4
TRX4023153,2020-02-11,82202,Kimia Farma - Apotek,Jambi,Jambi,4.1,Nicholas Williams,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.4
TRX1034931,2020-08-02,48575,Kimia Farma - Apotek,Purwokerto,Jawa Tengah,4.8,Brandon Johnson,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.6
TRX5917886,2022-10-24,23471,Kimia Farma - Apotek,Kendari,Sulawesi Tenggara,4.3,Michael Webb MD,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.3
TRX3097095,2021-12-22,95134,Kimia Farma - Apotek,Yogyakarta,DI Yogyakarta,4.2,Sara Estrada,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.3
TRX6105787,2022-07-23,19429,Kimia Farma - Apotek,Jambi,Jambi,4.4,Kyle Bennett,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.8
TRX6384166,2023-11-26,46963,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.3,Christopher Khan,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.9
TRX5383527,2020-12-21,12558,Kimia Farma - Apotek,Kendari,Sulawesi Tenggara,4.4,Jennifer Hays,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.4
TRX7140453,2022-08-23,17437,Kimia Farma - Apotek,Karawang,Jawa Barat,4.2,Dr. John Martinez,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.7
TRX5063997,2023-02-10,47344,Kimia Farma - Apotek,Tanjungpinang,Kepulauan Riau,4.9,Aaron Cox,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.1
TRX3833775,2021-12-22,44155,Kimia Farma - Apotek,Jayapura,Papua,5,Johnny Trujillo,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.1
TRX6534673,2021-06-01,43614,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.5,Jeffrey Lee,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.4
TRX9629325,2023-04-18,65560,Kimia Farma - Apotek,Balikpapan,Kalimantan Timur,4.7,Curtis Gibson,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.8
TRX8434177,2020-08-28,68908,Kimia Farma - Apotek,Jayapura,Papua,4.5,Keith White,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.4
TRX1472418,2023-07-03,37191,Kimia Farma - Apotek,Bima,Nusa Tenggara Barat,3.9,Mark Wilson,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.7
TRX7535592,2020-01-21,82428,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,3.9,Ann Howard,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.3
TRX1557156,2021-02-26,63103,Kimia Farma - Apotek,Pematangsiantar,Sumatera Utara,5,Jonathan Reeves,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.4
TRX9299281,2023-11-26,71367,Kimia Farma - Apotek,Dumai,Riau,4.2,Janet Nunez,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.4
TRX4938564,2022-06-24,48388,Kimia Farma - Apotek,Palangkaraya,Kalimantan Tengah,4,James Parrish,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.7
TRX6322713,2022-01-23,60459,Kimia Farma - Apotek,Tanjungpinang,Kepulauan Riau,4,Sara Hernandez,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.3
TRX8109780,2020-12-07,37602,Kimia Farma - Apotek,Garut,Jawa Barat,4.5,Kimberly Williams,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.7
TRX3153374,2023-09-13,17275,Kimia Farma - Apotek,Banda Aceh,Aceh,3.9,Joel Jones,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.1
TRX2303404,2021-01-06,65025,Kimia Farma - Apotek,Denpasar,Bali,4.2,Nicholas Johnson,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.1
TRX2718548,2023-04-29,96462,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.1,Michelle Salinas,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.2
TRX6099552,2022-04-26,49520,Kimia Farma - Apotek,Subang,Jawa Barat,4.4,Christopher Payne,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.3
TRX4898093,2020-09-30,47547,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,4.5,Erica Andrews,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4
TRX7670283,2023-08-27,75976,Kimia Farma - Apotek,Yogyakarta,DI Yogyakarta,4,Jason White,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.7
TRX3676481,2021-05-05,23647,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.6,Eric Wade,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.9
TRX9319758,2020-07-05,94743,Kimia Farma - Apotek,Semarang,Jawa Tengah,3.9,Dana Caldwell,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.4
TRX1696229,2023-11-14,67921,Kimia Farma - Apotek,Ternate,Maluku Utara,5,Lori Smith,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,4.3
TRX9640227,2022-12-26,24277,Kimia Farma - Apotek,Lhokseumawe,Aceh,4.2,William Stone,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",2100,0.11,0.1,2097.69,209.769,3.8
